Have_IMDB_data,Have_IMDB_data 2,year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,averageRating,numVotes_Rating,Have_biopic,No_of_biopic_instances,site,country,year_release,box_office,director,number_of_subjects,subject,type_of_subject,race_known,subject_race,person_of_color,subject_sex,lead_actor_actress,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Both,Yes,2008,tt0865556,The Forbidden Kingdom,notalk-disagree,notalk,FAIL,55000000,52075270,129075270,2008FAIL,59524097,56358790,139692526,2,2,6.6,95231,No,,,,,,,,,,,,,,,movie,The Forbidden Kingdom,The Forbidden Kingdom,0,2008,\N,104,"Action,Adventure,Fantasy"
Both,Yes,2009,tt1201167,Funny People,notalk,notalk,FAIL,72500000,51855045,71880305,2009FAIL,78715541,56300661,78042718,2,2,6.3,107487,No,,,,,,,,,,,,,,,movie,Funny People,Funny People,0,2009,\N,146,"Comedy,Drama"
Both,Yes,2004,tt0385267,In Good Company,notalk,notalk,FAIL,26000000,45489752,63489752,2004FAIL,32063015,56097638,78295110,3,2,6.5,51220,No,,,,,,,,,,,,,,,movie,In Good Company,In Good Company,0,2004,\N,109,"Comedy,Drama,Romance"
Both,Yes,1996,tt0116996,Mars Attacks!,ok,ok,PASS,80000000,37771017,101371017,1996PASS,118813194,56096190,150552679,4,3,6.3,191394,No,,,,,,,,,,,,,,,movie,Mars Attacks!,Mars Attacks!,0,1996,\N,106,"Comedy,Sci-Fi"
Both,Yes,2010,tt1027718,Wall Street: Money Never Sleeps,dubious-disagree,dubious,FAIL,70000000,52474616,137431619,2010FAIL,74776229,56055056,146808831,1,1,6.2,91714,No,,,,,,,,,,,,,,,movie,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,0,2010,\N,133,Drama
Both,Yes,2002,tt0253754,Star Trek: Nemesis,notalk,notalk,FAIL,60000000,43254409,67312826,2002FAIL,77710753,56022212,87182173,3,2,6.4,65943,No,,,,,,,,,,,,,,,movie,Star Trek: Nemesis,Star Trek: Nemesis,0,2002,\N,116,"Action,Adventure,Sci-Fi"
Both,Yes,2009,tt1179891,My Bloody Valentine 3D,men,men,FAIL,14000000,51545952,102754998,2009FAIL,15200242,55965069,111564348,2,2,5.5,49636,No,,,,,,,,,,,,,,,movie,My Bloody Valentine,My Bloody Valentine,0,2009,\N,101,"Horror,Mystery,Thriller"
Both,Yes,2005,tt0357507,Boogeyman,men,men,FAIL,20000000,46752382,67192859,2005FAIL,23860663,55777141,80163307,2,2,4.2,28171,No,,,,,,,,,,,,,,,movie,Boogeyman,Boogeyman,0,2005,\N,89,"Drama,Horror,Mystery"
Both,Yes,2002,tt0253556,Reign of Fire,notalk,notalk,FAIL,60000000,43061982,82150183,2002FAIL,77710753,55772984,106399210,3,2,6.2,117195,No,,,,,,,,,,,,,,,movie,Reign of Fire,Reign of Fire,0,2002,\N,101,"Action,Adventure,Fantasy"
Both,Yes,1998,tt0119942,Primary Colors,ok,ok,PASS,65000000,39017984,39017984,1998PASS,92893600,55761862,55761862,4,3,6.7,25567,No,,,,,,,,,,,,,,,movie,Primary Colors,Primary Colors,0,1998,\N,143,"Comedy,Drama"
Both,Yes,2013,tt1428538,Hansel &amp; Gretel: Witch Hunters,ok,ok,PASS,50000000,55703475,225703475,2013PASS,50000000,55703475,225703475,1,1,6.1,178444,No,,,,,,,,,,,,,,,movie,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,0,2013,\N,88,"Action,Fantasy,Horror"
Both,Yes,1981,tt0082418,Friday the 13th Part 2,notalk,notalk,FAIL,1250000,21722776,21722776,1981FAIL,3202358,55651281,55651281,,,6.1,49087,No,,,,,,,,,,,,,,,movie,Friday the 13th Part 2,Friday the 13th Part 2,0,1981,\N,87,"Horror,Mystery,Thriller"
Both,Yes,2010,tt1424381,Predators,nowomen,nowomen,FAIL,40000000,52000688,127234389,2010FAIL,42729274,55548791,135915826,1,1,6.4,193615,No,,,,,,,,,,,,,,,movie,Predators,Predators,0,2010,\N,107,"Action,Adventure,Sci-Fi"
Both,Yes,2006,tt0455857,When a Stranger Calls,ok,ok,PASS,15000000,47860214,66944472,2006PASS,17336945,55316660,77374176,2,2,5.1,39173,No,,,,,,,,,,,,,,,movie,When a Stranger Calls,When a Stranger Calls,0,2006,\N,87,"Crime,Horror,Mystery"
Both,Yes,2012,tt1596365,The Woman in Black,notalk,notalk,FAIL,15000000,54333290,128955898,2012FAIL,15219578,55128651,130843627,1,1,6.4,161461,No,,,,,,,,,,,,,,,movie,The Woman in Black,The Woman in Black,0,2012,\N,95,"Drama,Fantasy,Horror"
Both,Yes,2001,tt0245674,Thir13en Ghosts,notalk,notalk,FAIL,19000000,41867960,68467960,2001FAIL,25001073,55091786,90093288,3,2,5.6,72360,No,,,,,,,,,,,,,,,movie,Thir13en Ghosts,Thir13en Ghosts,0,2001,\N,91,Horror
Both,Yes,2007,tt0465538,Michael Clayton,men-disagree,men,FAIL,21500000,49033882,92987651,2007FAIL,24156185,55091699,104475669,2,2,7.3,146280,No,,,,,,,,,,,,,,,movie,Michael Clayton,Michael Clayton,0,2007,\N,119,"Crime,Drama,Mystery"
Main,No,2008,tt420238,The Tale of Despereaux,ok,ok,PASS,60000000,50877145,90482317,2008PASS,64935379,55062111,97925059,2,2,,,No,,,,,,,,,,,,,,,,,,,,,,
Both,Yes,2004,tt0374900,Napoleon Dynamite,notalk-disagree,notalk,FAIL,400000,44540956,46122713,2004FAIL,493277,54927590,56878201,3,2,6.9,179526,No,,,,,,,,,,,,,,,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,\N,96,Comedy
Both,Yes,1999,tt0166485,Anna and the King,men,men,FAIL,75000000,39251128,39251128,1999FAIL,104884652,54891212,54891212,4,3,6.7,33565,No,,,,,,,,,,,,,,,movie,Anna and the King,Anna and the King,0,1999,\N,148,"Drama,History,Romance"
Both,Yes,2012,tt2109184,Paranormal Activity 4,ok,ok,PASS,5000000,53900335,142793842,2012PASS,5073193,54689359,144884139,1,1,4.6,57011,No,,,,,,,,,,,,,,,movie,Paranormal Activity 4,Paranormal Activity 4,0,2012,\N,88,Horror
Both,Yes,2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,notalk,notalk,FAIL,18000000,52698535,73695194,2011FAIL,18642434,54579387,76325433,1,1,6.6,22265,No,,,,,,,,,,,,,,,movie,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,0,2011,\N,99,"Comedy,Family"
Both,Yes,1998,tt0146336,Urban Legend,ok,ok,PASS,14000000,38116707,72571864,1998PASS,20007852,54473818,103714796,4,3,5.5,53656,No,,,,,,,,,,,,,,,movie,Urban Legend,Urban Legend,0,1998,\N,99,"Horror,Mystery"
Both,Yes,2005,tt0386140,The Legend of Zorro,notalk,notalk,FAIL,80000000,45575336,141475336,2005FAIL,95442650,54372886,168784763,2,2,5.9,83012,No,,,,,,,,,,,,,,,movie,The Legend of Zorro,The Legend of Zorro,0,2005,\N,129,"Action,Adventure,Romance"
Both,Yes,2001,tt0280707,Gosford Park,ok,ok,PASS,18000000,41300105,41300105,2001PASS,23685227,54344576,54344576,3,2,7.3,71593,No,,,,,,,,,,,,,,,movie,Gosford Park,Gosford Park,0,2001,\N,131,"Comedy,Drama,Mystery"
Both,Yes,2006,tt0384537,Silent Hill,ok,ok,PASS,50000000,46982632,99982632,2006PASS,57789817,54302354,115559561,2,2,6.6,198146,No,,,,,,,,,,,,,,,movie,Silent Hill,Silent Hill,0,2006,\N,125,Horror
Both,Yes,2013,tt1288558,Evil Dead,ok-disagree,ok,PASS,17000000,54239856,97402049,2013PASS,17000000,54239856,97402049,1,1,6.5,142863,No,,,,,,,,,,,,,,,movie,Evil Dead,Evil Dead,0,2013,\N,91,"Fantasy,Horror,Thriller"
Both,Yes,2012,tt1560985,The Devil Inside,ok-disagree,ok,PASS,1000000,53261944,101758489,2012PASS,1014639,54041622,103248087,1,1,4.2,32942,No,,,,,,,,,,,,,,,movie,The Devil Inside,The Devil Inside,0,2012,\N,83,Horror
Both,Yes,1976,tt0074512,Family Plot,ok,ok,PASS,3000000,13200000,13200000,1976PASS,12275482,54012120,54012120,,,6.8,17886,No,,,,,,,,,,,,,,,movie,Family Plot,Family Plot,0,1976,\N,120,"Comedy,Thriller"
Both,Yes,1970,tt0065466,Beyond the Valley of the Dolls,ok,ok,PASS,1000000,9000000,9000000,1970PASS,5997631,53978683,53978683,,,6.2,8778,No,,,,,,,,,,,,,,,movie,Beyond the Valley of the Dolls,Beyond the Valley of the Dolls,0,1970,\N,109,"Comedy,Drama,Music"
Both,Yes,2002,tt0274558,The Hours,ok,ok,PASS,25000000,41675994,97030468,2002PASS,32379480,53977881,125671845,3,2,7.6,113833,No,,,,,,,,,,,,,,,movie,The Hours,The Hours,0,2002,\N,110,"Drama,Romance"
Both,Yes,2000,tt0163978,The Beach,notalk,notalk,FAIL,50000000,39778599,39778599,2000FAIL,67645419,53816800,53816800,3,2,6.6,202017,No,,,,,,,,,,,,,,,movie,The Beach,The Beach,0,2000,\N,119,"Adventure,Drama,Romance"
Both,Yes,2002,tt0257756,High Crimes,ok,ok,PASS,42000000,41543207,63781100,2002PASS,54397527,53805898,82607955,3,2,6.3,34712,No,,,,,,,,,,,,,,,movie,High Crimes,High Crimes,0,2002,\N,115,"Crime,Drama,Mystery"
Both,Yes,2007,tt0477071,Premonition,ok,ok,PASS,20000000,47852604,81461343,2007PASS,22470870,53764481,91525361,2,2,5.9,67813,No,,,,,,,,,,,,,,,movie,Premonition,Premonition,0,2007,\N,96,"Drama,Fantasy,Mystery"
Both,Yes,2010,tt1231587,Hot Tub Time Machine,notalk,notalk,FAIL,36000000,50269859,63209958,2010FAIL,38456346,53699864,67522890,1,1,6.4,150869,No,,,,,,,,,,,,,,,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010,\N,101,"Comedy,Sci-Fi"
Both,Yes,1998,tt0120780,Out of Sight,men,men,FAIL,48000000,37562568,77562568,1998FAIL,68598351,53681880,110847172,4,3,7,78176,No,,,,,,,,,,,,,,,movie,Out of Sight,Out of Sight,0,1998,\N,123,"Crime,Drama,Romance"
Both,Yes,2011,tt1068242,Footloose,ok,ok,PASS,24000000,51802742,63412773,2011PASS,24856579,53651623,65676025,1,1,5.9,42136,No,,,,,,,,,,,,,,,movie,Footloose,Footloose,0,2011,\N,113,"Comedy,Drama,Music"
Both,Yes,2008,tt0455824,Australia,men,men,FAIL,130000000,49554002,215080810,2008FAIL,140693320,53630131,232772564,2,2,6.6,111665,No,,,,,,,,,,,,,,,movie,Australia,Australia,0,2008,\N,165,"Adventure,Drama,Romance"
Both,Yes,1996,tt0117603,Set It Off,ok,ok,PASS,9000000,36049108,36049108,1996PASS,13366484,53538871,53538871,4,3,6.8,12061,No,,,,,,,,,,,,,,,movie,Set It Off,Set It Off,0,1996,\N,123,"Action,Crime,Drama"
Both,Yes,1999,tt0139134,Cruel Intentions,ok,ok,PASS,11000000,38230075,75803716,1999PASS,15383082,53463308,106008618,4,3,6.8,164320,No,,,,,,,,,,,,,,,movie,Cruel Intentions,Cruel Intentions,0,1999,\N,97,"Drama,Romance"
Both,Yes,2009,tt1078588,My Sister&#39;s Keeper,ok,ok,PASS,27500000,49200230,96673002,2009PASS,29857619,53418244,104960933,2,2,7.4,83154,No,,,,,,,,,,,,,,,movie,My Sister's Keeper,My Sister's Keeper,0,2009,\N,109,"Drama,Family"
Both,Yes,1999,tt0147800,10 Things I Hate About You,ok,ok,PASS,13000000,38177966,60414025,1999PASS,18180006,53390436,84486720,4,3,7.3,260129,No,,,,,,,,,,,,,,,movie,10 Things I Hate About You,10 Things I Hate About You,0,1999,\N,97,"Comedy,Drama,Romance"
Both,Yes,2000,tt0185431,Little Nicky,notalk,notalk,FAIL,80000000,39442871,58270391,2000FAIL,108232671,53362591,78834500,3,2,5.3,89158,No,,,,,,,,,,,,,,,movie,Little Nicky,Little Nicky,0,2000,\N,90,"Comedy,Fantasy"
Both,Yes,2003,tt0327137,Secondhand Lions,notalk,notalk,FAIL,30000000,42070939,47902566,2003FAIL,37982609,53265467,60648814,3,2,7.6,47419,No,,,,,,,,,,,,,,,movie,Secondhand Lions,Secondhand Lions,0,2003,\N,111,"Comedy,Drama,Family"
Both,Yes,2013,tt1821694,Red 2,ok,ok,PASS,84000000,53262560,137162560,2013PASS,84000000,53262560,137162560,1,1,6.6,144289,No,,,,,,,,,,,,,,,movie,RED 2,RED 2,0,2013,\N,116,"Action,Comedy,Crime"
Both,Yes,2000,tt0134847,Pitch Black,ok,ok,PASS,23000000,39235088,53182088,2000PASS,31116893,53081479,71950493,3,2,7.1,210464,No,,,,,,,,,,,,,,,movie,Pitch Black,Pitch Black,0,2000,\N,109,"Horror,Sci-Fi"
Both,Yes,1998,tt0120184,Sphere,notalk,notalk,FAIL,73000000,37068294,50168294,1998FAIL,104326659,52975497,71697130,4,3,6.1,91268,No,,,,,,,,,,,,,,,movie,Sphere,Sphere,0,1998,\N,134,"Drama,Horror,Mystery"
Both,Yes,2007,tt0822854,Shooter,notalk-disagree,notalk,FAIL,60000000,47003582,95703582,2007FAIL,67412609,52810568,107527136,2,2,7.2,284765,No,,,,,,,,,,,,,,,movie,Shooter,Shooter,0,2007,\N,124,"Action,Crime,Drama"
Both,Yes,1994,tt0111301,Street Fighter,ok,ok,PASS,35000000,33423000,99423000,1994PASS,55008264,52529749,156259619,5,3,3.8,58923,No,,,,,,,,,,,,,,,movie,Street Fighter,Street Fighter,0,1994,\N,102,"Action,Adventure,Comedy"
Both,Yes,2012,tt1601913,The Grey,nowomen-disagree,nowomen,FAIL,25000000,51580136,84339696,2012FAIL,25365964,52335195,85574308,1,1,6.8,223991,No,,,,,,,,,,,,,,,movie,The Grey,The Grey,0,2011,\N,117,"Action,Adventure,Drama"
Both,Yes,2008,tt0852713,The House Bunny,ok,ok,PASS,25000000,48237389,70237389,2008PASS,27056408,52205219,76014858,2,2,5.5,71800,No,,,,,,,,,,,,,,,movie,The House Bunny,The House Bunny,0,2008,\N,97,"Comedy,Romance"
Both,Yes,1997,tt0119707,Mortal Kombat: Annihilation,ok,ok,PASS,30000000,35927406,51327406,1997PASS,43537144,52139221,74488288,4,3,3.7,41073,No,,,,,,,,,,,,,,,movie,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,0,1997,\N,95,"Action,Adventure,Fantasy"
Both,Yes,1998,tt0120863,The Thin Red Line,notalk,notalk,FAIL,52000000,36400491,36400491,1998FAIL,74314880,52021118,52021118,4,3,7.6,156550,No,,,,,,,,,,,,,,,movie,The Thin Red Line,The Thin Red Line,0,1998,\N,170,"Drama,War"
Both,Yes,2002,tt0120804,Resident Evil,ok,ok,PASS,35000000,40119709,103787401,2002PASS,45331273,51962213,134423285,3,2,6.7,225885,No,,,,,,,,,,,,,,,movie,Resident Evil,Resident Evil,0,2002,\N,100,"Action,Horror,Sci-Fi"
Both,Yes,2002,tt0300532,Blue Crush,ok,ok,PASS,30000000,40118420,51618420,2002PASS,38855376,51960544,66855105,3,2,5.7,28067,No,,,,,,,,,,,,,,,movie,Blue Crush,Blue Crush,0,2002,\N,104,"Drama,Romance,Sport"
Both,Yes,2008,tt0410377,Nim&#39;s Island,ok,ok,PASS,37000000,48006762,94081683,2008PASS,40043484,51955621,101820495,2,2,6,30731,No,,,,,,,,,,,,,,,movie,Nim's Island,Nim's Island,0,2008,\N,96,"Adventure,Comedy,Family"
Both,Yes,2013,tt1911644,The Call,ok,ok,PASS,13000000,51872378,58938768,2013PASS,13000000,51872378,58938768,1,1,6.7,101088,No,,,,,,,,,,,,,,,movie,The Call,The Call,0,2013,\N,94,"Crime,Horror,Thriller"
Both,Yes,2004,tt0371246,Spanglish,ok,ok,PASS,75000000,42044321,54344321,2004PASS,92489466,51848757,67017030,3,2,6.4,72327,No,,,,,,,,,,,,,,,movie,Spanglish,Spanglish,0,2004,\N,131,"Comedy,Drama,Romance"
Both,Yes,1999,tt0137523,Fight Club,notalk-disagree,notalk,FAIL,65000000,37030102,100853753,1999FAIL,90900032,51785192,141040144,4,3,8.8,1608272,No,,,,,,,,,,,,,,,movie,Fight Club,Fight Club,0,1999,\N,139,Drama
Both,Yes,2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,ok,PASS,10000000,47566524,68722848,2009PASS,10857316,51644478,74614567,2,2,7.3,97977,No,,,,,,,,,,,,,,,movie,Precious,Precious,0,2009,\N,110,Drama
Both,Yes,1993,tt0106226,The Age of Innocence,ok,ok,PASS,34000000,32014993,32014993,1993PASS,54823603,51622860,51622860,5,3,7.2,42400,No,,,,,,,,,,,,,,,movie,The Age of Innocence,The Age of Innocence,0,1993,\N,139,"Drama,Romance"
Both,Yes,2010,tt1250777,Kick-Ass,notalk-disagree,notalk,FAIL,28000000,48071303,97527535,2010FAIL,29910492,51351297,104182018,1,1,7.6,485231,No,,,,,,,,,,,,,,,movie,Kick-Ass,Kick-Ass,0,2010,\N,117,"Action,Comedy"
Both,Yes,1999,tt0134273,8MM,notalk,notalk,FAIL,40000000,36443442,96398826,1999FAIL,55938481,50964770,134810098,4,3,6.5,113520,No,,,,,,,,,,,,,,,movie,8MM,8MM,0,1999,\N,123,"Mystery,Thriller"
Both,Yes,2012,tt0485985,Red Tails,men,men,FAIL,58000000,49876377,50365498,2012FAIL,58849037,50606496,51102777,1,1,5.9,31198,No,,,,,,,,,,,,,,,movie,Red Tails,Red Tails,0,2012,\N,125,"Action,Adventure,Drama"
Both,Yes,1990,tt0100403,Predator 2,men,men,FAIL,35000000,28317513,54768418,1990FAIL,62404139,50489429,97650742,5,3,6.3,127938,No,,,,,,,,,,,,,,,movie,Predator 2,Predator 2,0,1990,\N,108,"Action,Horror,Sci-Fi"
Both,Yes,2001,tt0251075,Evolution,ok,ok,PASS,80000000,38311134,98341932,2001PASS,105267677,50411551,129402834,3,2,6.1,110612,No,,,,,,,,,,,,,,,movie,Evolution,Evolution,0,2001,\N,101,"Comedy,Sci-Fi"
Both,Yes,2006,tt0758794,We Are Marshall,notalk,notalk,FAIL,65000000,43545364,43545364,2006FAIL,75126763,50329573,50329573,2,2,7.1,52307,No,,,,,,,,,,,,,,,movie,We Are Marshall,We Are Marshall,0,2006,\N,131,"Drama,Sport"
Both,Yes,1981,tt0082509,Heavy Metal,notalk,notalk,FAIL,9300000,19571091,19571091,1981FAIL,23825542,50138908,50138908,,,6.7,27362,No,,,,,,,,,,,,,,,movie,Heavy Metal,Heavy Metal,0,1981,\N,86,"Adventure,Animation,Fantasy"
Both,Yes,2000,tt0191754,28 Days,ok,ok,PASS,43000000,37035515,62063972,2000PASS,58175060,50105659,83966868,3,2,6,39207,No,,,,,,,,,,,,,,,movie,28 Days,28 Days,0,2000,\N,103,"Comedy,Drama"
Both,Yes,1994,tt0111143,The Shadow,nowomen,nowomen,FAIL,40000000,31835600,31835600,1994FAIL,62866588,50034889,50034889,5,3,6,20965,No,,,,,,,,,,,,,,,movie,The Shadow,The Shadow,0,1994,\N,108,"Action,Adventure,Crime"
Both,Yes,2001,tt0263488,Jeepers Creepers,ok,ok,PASS,10000000,37904175,58939035,2001PASS,13158460,49876055,77554691,3,2,6.2,100445,No,,,,,,,,,,,,,,,movie,Jeepers Creepers,Jeepers Creepers,0,2001,\N,90,"Horror,Mystery"
Both,Yes,2013,tt1980209,Pain &amp; Gain,notalk,notalk,FAIL,26000000,49875291,81275291,2013FAIL,26000000,49875291,81275291,1,1,6.4,181912,No,,,,,,,,,,,,,,,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,"Action,Comedy,Crime"
Both,Yes,2008,tt0866439,Made of Honor,men,men,FAIL,40000000,46012734,106548738,2008FAIL,43290252,49797572,115313044,2,2,5.9,61349,No,,,,,,,,,,,,,,,movie,Made of Honor,Made of Honor,0,2008,\N,101,"Comedy,Romance"
Both,Yes,1996,tt0116908,The Long Kiss Goodnight,notalk-disagree,notalk,FAIL,65000000,33447612,33447612,1996FAIL,96535720,49675220,49675220,4,3,6.8,66026,No,,,,,,,,,,,,,,,movie,The Long Kiss Goodnight,The Long Kiss Goodnight,0,1996,\N,121,"Action,Crime,Drama"
Both,Yes,2004,tt0317198,Bridget Jones: The Edge of Reason,ok,ok,PASS,50000000,40203020,263894551,2004PASS,61659644,49578078,325432881,3,2,6,91795,No,,,,,,,,,,,,,,,movie,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,0,2004,\N,108,"Comedy,Drama,Romance"
Both,Yes,2004,tt0327554,Catwoman,ok,ok,PASS,100000000,40202379,82145379,2004PASS,123319288,49577287,101301096,3,2,3.3,98555,No,,,,,,,,,,,,,,,movie,Catwoman,Catwoman,0,2004,\N,104,"Action,Adventure,Crime"
Both,Yes,2002,tt0133240,Treasure Planet,notalk,notalk,FAIL,100000000,38120554,91800000,2002FAIL,129517922,49372949,118897452,3,2,7.1,86334,No,,,,,,,,,,,,,,,movie,Treasure Planet,Treasure Planet,0,2002,\N,95,"Adventure,Animation,Family"
Both,Yes,1999,tt0126916,For Love of the Game,men,men,FAIL,50000000,35188640,46112640,1999FAIL,69923101,49209977,64486776,4,3,6.6,28772,No,,,,,,,,,,,,,,,movie,For Love of the Game,For Love of the Game,0,1999,\N,137,"Drama,Romance,Sport"
Both,Yes,1996,tt0117765,Striptease,dubious,dubious,FAIL,50000000,33109743,113309743,1996FAIL,74258246,49173429,168283656,4,3,4.4,38860,No,,,,,,,,,,,,,,,movie,Striptease,Striptease,0,1996,\N,115,"Comedy,Crime,Drama"
Both,Yes,1995,tt0112722,Copycat,dubious,dubious,FAIL,20000000,32051917,32051917,1995FAIL,30575589,49000312,49000312,4,3,6.6,48130,No,,,,,,,,,,,,,,,movie,Copycat,Copycat,0,1995,\N,123,"Drama,Mystery,Thriller"
Both,Yes,2006,tt0452637,Lady in the Water,men,men,FAIL,75000000,42285169,72785169,2006FAIL,86684726,48873044,84124832,2,2,5.6,87557,No,,,,,,,,,,,,,,,movie,Lady in the Water,Lady in the Water,0,2006,\N,110,"Drama,Fantasy,Mystery"
Both,Yes,2012,tt1922777,Sinister,men,men,FAIL,3000000,48086903,87727807,2012FAIL,3043916,48790826,89012016,1,1,6.8,191093,No,,,,,,,,,,,,,,,movie,Sinister,Sinister,0,2012,\N,110,"Horror,Mystery,Thriller"
Both,Yes,2003,tt0366920,Pride and Prejudice,ok,ok,PASS,28000000,38372662,120918508,2003PASS,35450435,48583127,153093346,3,2,5.3,2256,No,,,,,,,,,,,,,,,movie,Pride and Prejudice,Pride and Prejudice,0,2003,\N,104,"Comedy,Romance"
Both,Yes,2001,tt0271027,Kiss of the Dragon,notalk,notalk,FAIL,25000000,36833473,36833473,2001FAIL,32896149,48467177,48467177,3,2,6.6,57078,No,,,,,,,,,,,,,,,movie,Kiss of the Dragon,Kiss of the Dragon,0,2001,\N,98,"Action,Crime,Drama"
Both,Yes,2007,tt0481141,No Reservations,ok,ok,PASS,28000000,43107979,91665799,2007PASS,31459218,48433689,102990511,2,2,6.3,65178,No,,,,,,,,,,,,,,,movie,No Reservations,No Reservations,0,2007,\N,104,"Comedy,Drama,Romance"
Both,Yes,2002,tt0275022,Crossroads,ok,ok,PASS,12000000,37188667,57000000,2002PASS,15542151,48165989,73825215,3,2,3.4,36236,No,,,,,,,,,,,,,,,movie,Crossroads,Crossroads,0,2002,\N,93,"Comedy,Drama,Romance"
Both,Yes,2011,tt1430607,Arthur Christmas,notalk,notalk,FAIL,85000000,46462469,147624649,2011FAIL,88033717,48120751,152893489,1,1,7.1,42784,No,,,,,,,,,,,,,,,movie,Arthur Christmas,Arthur Christmas,0,2011,\N,97,"Adventure,Animation,Comedy"
Both,Yes,2011,tt1412386,The Best Exotic Marigold Hotel,ok,ok,PASS,10000000,46383639,134729347,2011PASS,10356908,48039108,139537943,1,1,7.3,83677,No,,,,,,,,,,,,,,,movie,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,0,2011,\N,124,"Comedy,Drama,Romance"
Both,Yes,2007,tt0795368,Death at a Funeral,ok-disagree,ok,PASS,21000000,42739347,48977233,2007PASS,23594413,48019515,55028051,2,2,7.4,99239,No,,,,,,,,,,,,,,,movie,Death at a Funeral,Death at a Funeral,0,2007,\N,90,Comedy
Both,Yes,1990,tt0099253,Child&#39;s Play 2,ok,ok,PASS,13000000,26904572,34166572,1990PASS,23178680,47970190,60918157,5,3,5.8,37983,No,,,,,,,,,,,,,,,movie,Child's Play 2,Child's Play 2,0,1990,\N,84,"Horror,Thriller"
Both,Yes,2010,tt1385867,Cop Out,notalk,notalk,FAIL,37000000,44875481,55909910,2010FAIL,39524578,47937418,59724746,1,1,5.6,80289,No,,,,,,,,,,,,,,,movie,Cop Out,Cop Out,0,2010,\N,107,"Action,Comedy,Crime"
Both,Yes,2009,tt0380510,The Lovely Bones,ok,ok,PASS,95000000,44114232,94894448,2009PASS,103144502,47896216,103029901,2,2,6.7,141127,No,,,,,,,,,,,,,,,movie,The Lovely Bones,The Lovely Bones,0,2009,\N,135,"Drama,Fantasy,Thriller"
Both,Yes,2008,tt1018785,The Sisterhood of the Traveling Pants 2,ok,ok,PASS,27000000,44089964,44270131,2008PASS,29220920,47716642,47911629,2,2,6.2,24726,No,,,,,,,,,,,,,,,movie,The Sisterhood of the Traveling Pants 2,The Sisterhood of the Traveling Pants 2,0,2008,\N,119,"Comedy,Drama,Romance"
Both,Yes,2008,tt0811080,Speed Racer,ok,ok,PASS,120000000,43945766,93394462,2008PASS,129870757,47560583,101076746,2,2,6,63845,No,,,,,,,,,,,,,,,movie,Speed Racer,Speed Racer,0,2008,\N,135,"Action,Adventure,Comedy"
Both,Yes,2008,tt0926129,Prom Night,ok,ok,PASS,18000000,43869350,57109687,2008PASS,19480614,47477881,61807319,2,2,3.9,30895,No,,,,,,,,,,,,,,,movie,Prom Night,Prom Night,0,2008,\N,88,"Horror,Mystery"
Both,Yes,1998,tt0120749,Mercury Rising,notalk,notalk,FAIL,60000000,32983332,32983332,1998FAIL,85747939,47137546,47137546,4,3,6.1,60954,No,,,,,,,,,,,,,,,movie,Mercury Rising,Mercury Rising,0,1998,\N,111,"Action,Crime,Drama"
Both,Yes,2000,tt0146309,Thirteen days,notalk,notalk,FAIL,80000000,34566746,66554547,2000FAIL,108232671,46765640,90042204,3,2,7.3,49629,No,,,,,,,,,,,,,,,movie,Thirteen Days,Thirteen Days,0,2000,\N,145,"Drama,History,Thriller"
Both,Yes,2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,notalk,notalk,FAIL,50000000,39177684,69425966,2005FAIL,59651656,46740275,82827477,2,2,3.5,25180,No,,,,,,,,,,,,,,,movie,The Adventures of Sharkboy and Lavagirl 3-D,The Adventures of Sharkboy and Lavagirl 3-D,0,2005,\N,93,"Action,Adventure,Comedy"
Both,Yes,2006,tt0420223,Stranger Than Fiction,ok,ok,PASS,30000000,40435190,45235190,2006PASS,34673890,46734845,52282667,2,2,7.6,203520,No,,,,,,,,,,,,,,,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,"Comedy,Drama,Fantasy"
Both,Yes,2011,tt0480687,Hall Pass,men,men,FAIL,36000000,45060734,83693266,2011FAIL,37284868,46668987,86680344,1,1,5.9,111769,No,,,,,,,,,,,,,,,movie,Hall Pass,Hall Pass,0,2011,\N,105,"Comedy,Romance"
Both,Yes,2004,tt0346156,Sky Captain and the World of Tomorrow,ok-disagree,ok,PASS,70000000,37760080,49730854,2004PASS,86323501,46565462,61327735,3,2,6.1,77576,No,,,,,,,,,,,,,,,movie,Sky Captain and the World of Tomorrow,Sky Captain and the World of Tomorrow,0,2004,\N,106,"Action,Adventure,Mystery"
